20.115414, 28.701810
15.200086, 27.095070
17.200235, 27.669778
16.785686, 34.366546
20.891770, 31.480354
20.413596, 31.091310
22.137437, 26.711386
15.695511, 32.291268
18.375375, 26.634025
15.238378, 28.794554
16.749104, 34.895234
19.042842, 31.399998
15.212288, 30.569497
16.590701, 31.846143
20.199076, 33.428519
19.359532, 32.759999
16.763525, 27.290481
19.714125, 25.321002
21.475444, 28.154530
15.051990, 27.677409
21.446554, 27.109828
20.585115, 34.429097
17.722004, 33.763676
16.243836, 28.146779
22.657705, 31.554387
17.692756, 28.956319
15.741967, 34.145476
15.773731, 29.588519
21.779955, 27.648802
19.829808, 27.466275
21.457026, 30.613681
20.837854, 27.627416
19.289825, 30.845860
22.784926, 33.978229
18.028275, 28.994005
19.416325, 27.193208
21.635237, 34.975376
19.948158, 30.095263
21.893655, 25.909094
19.618817, 25.471164
20.636575, 26.096491
15.366595, 31.274460
16.823186, 32.920794
17.315104, 29.221600
15.638336, 25.635277
16.862327, 28.816193
15.808011, 34.961214
17.223789, 30.291143
20.085476, 34.710784
17.918657, 33.607797
