18.137772, 44.951494
26.648662, 41.498781
26.180524, 39.381001
24.443644, 40.175758
21.201902, 36.210042
25.691542, 37.246973
19.338626, 38.380856
23.217183, 40.883087
23.444684, 37.301147
29.445791, 37.202174
28.510235, 35.709931
21.160669, 41.311030
24.007033, 37.289418
20.143823, 44.054200
28.951534, 43.596354
28.446223, 35.708573
21.581337, 37.380046
25.667394, 41.689778
25.307643, 37.142368
19.834071, 36.323118
27.150130, 44.355142
24.472548, 40.710431
27.343518, 39.726710
24.364244, 42.846194
18.006863, 43.074970
21.889873, 36.904099
18.233721, 35.969308
29.149183, 39.310512
28.544663, 39.235786
27.979986, 39.670247
21.690170, 42.290758
18.695102, 41.733645
28.536115, 44.841652
29.363393, 35.984179
19.027841, 39.026213
23.831886, 38.393026
18.830550, 43.616725
27.127226, 37.486563
27.190013, 36.902089
19.540698, 39.486135
23.703389, 39.218816
24.597643, 37.785451
21.180680, 37.498064
28.469196, 44.232656
23.077655, 39.431307
20.541578, 43.613491
24.471553, 40.503253
26.759173, 35.505883
20.413813, 44.992825
21.740595, 43.360276
